"year";"title";"score";"abstract";"Director";"cast";"genres";"link"
2024;"Wicked";3,83;"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two’s unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.";"Jon M. Chu";"Cynthia Erivo; Ariana Grande; Michelle Yeoh; Jonathan Bailey; Ethan Slater; Marissa Bode; Jeff Goldblum; Peter Dinklage; Andy Nyman; Courtney-Mae Briggs; Bowen Yang; Bronwyn James; Aaron Teoh; Shaun Prendergast; Keala Settle; Sharon D. Clarke; Jenna Boyd; Colin Michael Carmichael; Lexi Lancaster; Arlo Turner; Joey Unitt; Bea Ward; Dereke Oladele; Sienna-Rose Amer; Tarik Frimpong; James Dryden; Malinda Parris; Noah Prempeh; Vicki Noon; Debbie Kurup; Jasmine McIvor; Hattie Ryan; Kirsty Anne Shaw; Karis Musongole; Cesily Collette Taylor; Jarlan Bogolubov; Isaac Bishop; Adam James; Alice Fearn; Clive Kneller; Michael McCorry Rose; Idina Menzel; Kristin Chenoweth; Robin Berry; Bobby Windebank; Cherida Strallen; Tom Kitely; Elizabeth Dulau; Kim Durham; Jennifer Woodward; Stephen Stanton; Aaliyah Baker; Aaron Bryan; Aaron Witter; Abbie Brown; Adam Crossley; Ainsley Ricketts; Aleshia Williams; Alex Hatt; Alexander Thompson; Ama Rouge; Amber Doyle; Anders Deeno; Andi Vega; Andrew Kyrzyk; Andrew Parfitt; Angela Andrew; Angelica Gayle; Anna-Kay Gayle; Anthony James Bartlett; Antoinette Harrison; Arben GiGa Kapidani; Aristide Lyons; Armando Cruz; Ashleigh Honeyghan; Ashley Young; Aysia Trinity Ianiero; Becky Wong; Benjamin Williams; Beth Hinton; Beth John; Bianca Melchior; Billy Sawyer; Bismark Anobah; Blue Makwana; Bogdan Pascal; Bradley Salter; Bradley Charles; Brittani Ferneyhough; Brooke Milliner; Busola Peters; Callum Clack; Camone Bleu Gordon; Carl Parris; Cece Nama; Chanelle Anthony; Charlie Goddard; Charlie Waddell; Charlotte Dickinson; Charlotte Wildrianne; Charlotte Wilmott; Che Barrett-Davis; Chima Akenzua; Chloe Kibble; Chris Arias; Christie Lee Manning; Christopher Donnelly; Christopher Matthews; Christopher Scott; Clarissa Hagan; Cleve September; Colleen Joseph; Collette Guitart; Comfort Fedoke; Connor Tidman; Corrinne Bougaard; Craig Stein; Cruze Philip; Crystal Jones; Daisy Reynolds; Dalvin Sollberger; Daniel Rae; Daniela Monteiro; Daniella Beltrami; Darron Gifty; David Cottle; Dean Street; Demitri Lampra; Denzil Sampson; Dollie Henry; Ed Munro; Eddie Saleem; Ediz Ibrahim; Edward Scott; Elise Bickley; Eliza Hart; Ella Goodwin; Ella Nonini; Emer Walsh; Emi Ichikawa; Emilio Dosal; Emily Haygarth; Emily Kenwright; Emily Plews; Emma Leigh-Rose; Erica Stubbs; Fabiane Leame; Fatou Bah; Faye Stoeser; Federica Somma; Fortune Jordan; Frankie Johnson; Fred Folkes; Frederike Gerstner; Fumy Opeyemi; Garry Lee; Genevieve Heron; Glenn Hudson; Grace Hooper; Grace Hope; Gustave Die; Hannah Arbury; Hannah Bodenham; Hannah Kenna-Thomas; Hannah Levitt-Collins; Hannah Millott; Hannah Raynor; Hannah Veerapen; Harry Barnes; Hayley Jones; Helen Siveter; Hollie Dorman; Honey Makwana; Ian Harris; Ian Oswald; Idney De'Almeida; Irene Salvi; Issac Baptiste; Jack Horner; Jack Whitehead; Jacqui Jameson; Jade Joan; Jaih Betote; Jakub Franasowicz; Jal Joshua; James Collins; James Davies-Williams; James Lambert; Jane Fowler; Janine Somcio; Jasmin Saulo; Jasmine Eccles; Jason Gilkison; Thanh Jason Nguyen; Jaye Marshall; Jennifer Mitchell; Jevan Howard-Jones; Joanna Goodwin; Joel Gooding; Johnny Bishop; Johnny White; Jon-Scott Clark; Jordan Franklin; Jordan Melchor; Jorge Antonio; Josh Lamb; Joshua Gadget; Kabuki Johnson; Kaela Owusu; Kailum Richardson; Kamila Zalewska; Kamira Samuel; Kanah Flex; Kane Horn; Kane Silver; Karen Hauer; Kate Ivory Jordan; Kaylor Lomas-Kirton; Kenji Matsunaga; Kenn Oldfield; Kenrick Sandy; Keron Proverbs; Kiera Brunton; Kieran Daley Ward; Kieran Lai; Kikz Katika; Kimberley Taylor; Kofi Mingo; LaShay Harvey; Laura Buckley; Laura Dougan; Lauren Fidget Haywood; Leah Hill; Lee Bridgman; Lillianna Clifton; Lily Louisa Field; Lily Wang; Lisa Spencer; Lukas McFarlane; Luke Jackson; Luke Randall; Lukus Alexander; Lynn Jung; Madison Davis; Martha Gimson; Mary Weah; Matthew Eudu; Matthew Koon; Matthew Miller; Matthew Rich; Maya King; Megan Charles; Megan Westpfel; Melody McAvoy; Mette Linturi; Michael John Burgess; Michael Naylor; Michele Zanette; Mike Fellows; Mikey Ureta; Mina Neighbour; Mira Jebari; Miranda Chambers; Misa Koide; Moe Sakan; Myron Birch; Nadia Sohawon; Naia Bautista; Naomi Patterson; Naomi Weijand; Natasha May-Thomas; Natasha Trigg; Neal Piron; Neave Harvey; Navaeh Morgan Alidjah; Nevin Cheung; Nicey Belgrave; Nicholas Stephen; Nicole Hastings; Nicole Valverde; Nimmz Riaz; Oliver Metzler; Oliver Wheeler; Olivia Beckford; Olu Alatise; Onyemachi Ejimofor; Page Barrington Bob; Paola Nyembo; Patience J; Paul N. Samuels; Peter Francis; Petra Hajduk; Philip Birchall; Prabhleen Oberoi; Rachel Gough; Ralitsa Chepisheva; Ramzan Miah; Reagen Masterson; Rebecca Giacopazzi; Reece Daniels; Remi Black; Renae Hughes; Renako McDonald; Ricardo Walker; Ricky Jinks; Robbie Griffith; Robia Milliner; Robyn Anne Wilson; Roxanne Milliner; Rufus Lacey; Ryan Lee Seager; Saffron Fisher; Sam Parry; Sam Salter; Samantha Shuma; Samuel Baxter; Samuel Constanti; Samuel Lawson; Samuel Newby; Sarah Seville; Sasha Shadid; Sasha Woodward; Sebastian Skov Andersen; Sera Maehara; Serena McCall; Shakirudeen Adewale Alade; Shanelle Clemenson; Shani Ross; Shanie Blais; Shawarah Battles; Shawn Aimey; Sophia McAvoy; Stephanie Powell; Stephen Dieyepiri Atemie; Stephen Quildan; Steven Pascua; Steven Thompson; Summer Strallen; Tamsier Joof Aviance; Tania Dimbelolo; Taylor Goodridge; Tegan Browne-Winter; Victory Ebinum; Marvel Ebinum; Theo Maddix; Theo Simpson; Tia Denton; Tia Holden; Tia J. Gribben; Tina Smallwood; Todd Holdsworth; Todd Talbot; Tom Mather; Tom Norman; Tonyé Scott-Obené; Tori Bew; Tyson Simon; Valeria Jauregui; Vanessa Vince-Pang; Vasilis Karayiannis; Vicky Leung; Will Loftis; Will West; Yasmin Cogan de Abreu; Yasmin Ogbu; Yves Cueni; Yvonne Evans; Zhanè Samuels; Zion Battles; Aisha Jawando; Caoimhe Fisher; Ellis Sutherland; Gabriel Mokake; Geoffrey Aymer; Jack Butterworth; Jarneia Richard-Noel; Jennifer Saayeng; Jonathan Bourne; Leah St Luce; Marilyn Cutts; Meesha Garbett; Melissa Jacques; Minal Patel; Paul Isles; Shem Omari James; Skylar Blu Copeland; Soophia Foroughi; Tafari Cazembe Edwards; Vishal Soni; Winnie Holzman; Stephen Schwartz; Alfredo Tavares; Poppy Townsend White; Shelby Young";"Romance; Drama; Fantasy";"https://letterboxd.com/film/wicked-2024/"
2024;"Deadpool & Wolverine";3,46;"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.";"Shawn Levy";"Ryan Reynolds; Hugh Jackman; Emma Corrin; Matthew Macfadyen; Dafne Keen; Jon Favreau; Morena Baccarin; Rob Delaney; Leslie Uggams; Jennifer Garner; Wesley Snipes; Channing Tatum; Chris Evans; Henry Cavill; Wunmi Mosaku; Aaron Stanford; Tyler Mane; Karan Soni; Brianna Hildebrand; Shioli Kutsuna; Stefan Kapičić; Randal Reeder; Lewis Tan; Nick Pauley; Sonita Henry; Ryan McKen; Nanak Phlora; Aydin Ahmed; Leemore Marrett Jr.; James Dryden; Ollie Palmer; Greg Hemphill; Aaron W Reed; Mike Waters; Rob McElhenney; James Reynolds; Ed Kear; Paul G. Raymond; Blake Lively; Inez Reynolds; Nathan Fillion; Matthew McConaughey; OIin Reynolds; Paul Mullin; Alex Kyshkovych; Billy Clements; Daniel Medina Ramos; Jade Lye; Nilly Cetin; Eduardo Gago Muñoz; Chloe Kibble; Curtis Rowland Small; Ayesha Hussain; Jessica Walker; Harry Holland; Kevin Fortin; Luke Bennett";"Science Fiction; Action; Comedy";"https://letterboxd.com/film/deadpool-wolverine/"
2024;"Inside Out 2";3,57;"Teenager Riley’s mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.";"Kelsey Mann";"Amy Poehler; Maya Hawke; Kensington Tallman; Liza Lapira; Tony Hale; Lewis Black; Phyllis Smith; Ayo Edebiri; Lilimar; Grace Lu; Sumayyah Nuriddin-Green; Adèle Exarchopoulos; Diane Lane; Kyle MacLachlan; Paul Walter Hauser; Yvette Nicole Brown; Ron Funches; James Austin Johnson; Yong Yea; Steve Purcell; Dave Goelz; Kirk R. Thatcher; Frank Oz; Paula Pell; June Squibb; Pete Docter; Paula Poundstone; John Ratzenberger; Sarayu Blue; Flea; Bobby Moynihan; Kendall Coyne Schofield";"Comedy; Family; Adventure; Animation";"https://letterboxd.com/film/inside-out-2-2024/"
2025;"Mickey 17";3,58;"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.";"Bong Joon Ho";"Robert Pattinson; Naomi Ackie; Steven Yeun; Mark Ruffalo; Toni Collette; Anamaria Vartolomei; Daniel Henshall; Patsy Ferran; Steve Park; Tim Key; Holliday Grainger; Michael Monroe; Cameron Britton; Edward Davis; Ian Hanmore; Lloyd Hutchinson; Christian Patterson; Samuel Blenkin; Sabet Choudhury; Rose Shalloo; Bronwyn James; Milo James; Jude Mack; Thomas Turgoose; Adam Colborne; Tom Cawte; Ellen Robertson; Sam Woodhams; Kayla Meikle; Haydn Gwynne; Theo Ogundipe; Jamila Wingett; Spike White; Angus Imrie; Afolabi Alli; Anna Mouglalis";"Comedy; Adventure; Science Fiction";"https://letterboxd.com/film/mickey-17/"
2022;"Glass Onion";3,39;"World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.";"Rian Johnson";"Daniel Craig; Edward Norton; Janelle Monáe; Kathryn Hahn; Leslie Odom Jr.; Kate Hudson; Dave Bautista; Jessica Henwick; Madelyn Cline; Noah Segan; Jackie Hoffman; Dallas Roberts; Ethan Hawke; Hugh Grant; Stephen Sondheim; Natasha Lyonne; Kareem Abdul-Jabbar; Serena Williams; Yo-Yo Ma; Joseph Gordon-Levitt; Adele Franck; Jacek Czajka; Dan Chariton; Eddie Gorodetsky; Coco Shinomiya; Dilcia Barrera; Mark Newman; Adam Davenport; Lauren Ivy; Momo Pićurić; N.J. Gentry; Ali Goksoy; James Payton; T. Florian Karnowski; Angela Lansbury; Jake Tapper; Panagiotis Margetis";"Crime; Mystery; Comedy";"https://letterboxd.com/film/glass-onion/"
2024;"Conclave";3,91;"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.";"Edward Berger";"Ralph Fiennes; Stanley Tucci; John Lithgow; Isabella Rossellini; Lucian Msamati; Carlos Diehz; Sergio Castellitto; Brían F. O'Byrne; Merab Ninidze; Thomas Loibl; Jacek Koman; Bruno Novelli; Rony Kramer; Valerio Da Silva; Joseph Mydell; Vincenzo Failla; Garrick Hagon; Madhav Sharma; Loris Loddi; Roberto Citran; Antonio Toma; Balkissa Souley Maiga; Romuald Kłos; Willie Jonah";"Drama; Thriller";"https://letterboxd.com/film/conclave/"
2023;"Past Lives";4,16;"After decades apart, childhood friends Nora and Hae Sung are reunited in New York for one fateful weekend as they confront notions of destiny, love, and the choices that make a life.";"Celine Song";"Greta Lee; Teo Yoo; John Magaro; Moon Seung-ah; Yim Seung-min; Yoon Ji-hye; Choi Won-young; An Min-young; Seo Yeon-woo; Chang Ki-ha; Shin Hee-cheol; Park Jun-hyuk; Jack Alberts; Jane Yubin Kim; Song Noo-ri; Jin Si-ah; Choi Yoon-seo; Hwang Seung-eon; Jojo T. Gibbs; Emily Cass McDonnell; Federico Rodriguez; Conrad Schott; Kristen Sieh; Oge Agulué; Chase Sui Wonders; Isaac Powell";"Drama; Romance";"https://letterboxd.com/film/past-lives/"
2022;"Pearl";3,7;"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.";"Ti West";"Mia Goth; David Corenswet; Tandi Wright; Matthew Sunderland; Emma Jenkins-Purro; Alistair Sewell; Amelia Reid; Gabe McDonnell; Lauren Stewart; Todd Rippon; Grace Acheson; Shaman Theron";"Horror; Thriller";"https://letterboxd.com/film/pearl-2022/"
2025;"Weapons";3,7;"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.";"Zach Cregger";"Julia Garner; Josh Brolin; Alden Ehrenreich; Austin Abrams; Benedict Wong; Amy Madigan; Cary Christopher; Toby Huss; Whitmer Thomas; Callie Schuttera; June Diane Raphael; Scarlett Sher; Jason Turner; Anny Jules; Ali Burch; Michael Gene Conti; Eric Jepson; Ronny Mathew; Melissa Ponzio; Luke Speakman; Aaron Quick Nelson; Sara Paxton; Justin Long; Mohammed Fahmy; Clayton Farris; Carrie Gibson; Ashley Ames; Fidelus Singleton; Sarah Kopkin; Arya Posey; Carl Kennedy; Robert Hendren";"Horror; Mystery";"https://letterboxd.com/film/weapons-2025/"
2022;"Nope";3,68;"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.";"Jordan Peele";"Daniel Kaluuya; Keke Palmer; Brandon Perea; Michael Wincott; Steven Yeun; Wrenn Schmidt; Keith David; Devon Graye; Terry Notary; Barbie Ferreira; Donna Mills; Osgood Perkins; Eddie Jemison; Jacob Kim; Sophia Coto; Jennifer Lafleur; Andrew Patrick Ralston; Lincoln Lambert; Pierce Kang; Roman Gross; Alex Hyde-White; Hetty Chang; Liza Treyger; Ryan W. Garcia; Courtney Elizabeth; Caden J. Lovgren; Malcolm Jae O'Shea; Evan Shafran; Mark Casimir Dyniewicz Jr.; Haley Babula";"Thriller; Science Fiction; Horror";"https://letterboxd.com/film/nope/"
2022;"Aftersun";4,22;"Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn’t.";"Charlotte Wells";"Paul Mescal; Frankie Corio; Brooklyn Toulson; Celia Rowlson-Hall; Sally Messham; Ayşe Parlak; Sophia Lamanova; Spike Fearn; Harry Perdios; Frank Corio; Ruby Thompson; Ethan James Smith; Onur Ekşioğlu; Cafer Karahan; Kayleigh Coleman; John Stuifzand; Tyler Mutlu; Kieran Burton; Nijat Gachayev; Sarah Makharine; Erol Cengizalp; Djamel Turner";"Drama";"https://letterboxd.com/film/aftersun/"
2024;"Longlegs";3,32;"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.";"Osgood Perkins";"Maika Monroe; Nicolas Cage; Blair Underwood; Alicia Witt; Michelle Choi-Lee; Dakota Daulby; Lauren Acala; Kiernan Shipka; Maïla Hosie; Jason William Day; Lisa Chandler; Ava Kelders; Rryla McIntosh; Carmel Amit; Shafin Karim; Trey Helten; Daniel Bacon; Vanessa Walsh; Beatrix Perkins; Scott Nicholson; Peter Bryant; Charles Jarman; Hazel Bartlett-Sias; Marlea Cleveland; Melissa Shim; Malcolm Masters; Erin Boyes; Lumen Beltran; Anita Wittenberg; Michelle Cyr";"Thriller; Crime; Horror";"https://letterboxd.com/film/longlegs/"
2020;"Soul";3,93;"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.";"Pete Docter";"Jamie Foxx; Tina Fey; Graham Norton; Rachel House; Alice Braga; Richard Ayoade; Phylicia Rashād; Donnell Rawlings; Questlove; Angela Bassett; Cora Champommier; Margo Hall; Daveed Diggs; Rhodessa Jones; Wes Studi; Sakina Jaffrey; Fortune Feimster; Calum Grant; Laura Mooney; Zenobia Shroff; June Squibb; Ochuwa Oghie; Jeannie Tirado; Cathy Cavadini; Dorian Lockett; Doris Burke; Ronnie del Carmen; Esther K. Chae; Élisapie; Marcus Shelby";"Drama; Family; Animation; Comedy; Fantasy";"https://letterboxd.com/film/soul-2020/"
2022;"Top Gun: Maverick";3,97;"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.";"Joseph Kosinski";"Tom Cruise; Val Kilmer; Miles Teller; Jennifer Connelly; Bashir Salahuddin; Jon Hamm; Charles Parnell; Monica Barbaro; Lewis Pullman; Jay Ellis; Danny Ramirez; Glen Powell; Jack Schumacher; Manny Jacinto; Kara Wang; Greg Tarzan Davis; Jake Picking; Raymond Lee; Jean Louisa Kelly; Lyliana Wray; Ed Harris; Chelsea Harris; Darnell Kirkwood; Austin Bowerman; Stephanie Andrea Barron; Alec Williams; Rachel Winfree; Peter Mark Kendall; Ian Gary; Bob Stephenson; Landon Gordon; Margaret Strabala; Ryan Heilmann; Shantel Limbo; James Handy; Whylip Lee; Tristan Henry; Jason Robert Boles; Brian Ferguson; Chido Nwokocha; Chaz Ingram; Rachael Markarian; Shannon Kane; Norman Ralph Eliasen; Tommy Kijas; Jack Kilmer; Mercedes Kilmer";"Action; Drama";"https://letterboxd.com/film/top-gun-maverick/"
2023;"Guardians of the Galaxy Vol. 3";3,96;"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.";"James Gunn";"Chris Pratt; Zoe Saldaña; Dave Bautista; Karen Gillan; Pom Klementieff; Vin Diesel; Bradley Cooper; Sean Gunn; Chukwudi Iwuji; Will Poulter; Maria Bakalova; Elizabeth Debicki; Sylvester Stallone; Austin Freeman; Stephen Blackehart; Terence Rosemore; Sarah Alami; Jasmine Munoz; Giovannie Cruz; Nico Santos; Miriam Shor; Noa Raskin; Linda Cardellini; Asim Chaudhry; Mikaela Hoover; Judy Greer; Reinaldo Faberlle; Tara Strong; Jared Leland Gore; Michael Rosenbaum; Elan Gale; Molly C. Quinn; Gerardo Davila; Dee Bradley Baker; Hanna Pak; Jennifer Holland; Nathan Fillion; Kyle Mclean; Benjamin Byron Davis; Tiffany Smith; Joe Daru; Daniela Melchior; Jonathan Mercedes; Jonathan Fritschi; Diego Ward; Max Bickelhaup; Brandon Morales; Renae Moneymaker; Alexis Hadesty; Tara Warren; Candi VandiZandi; Grecia Balboa; Caleb Spillyards; Darla Delgado; Michelle Civile; Ken Lyle; Elodie Clarke; John William Wright; Autumn Griffin; Skylar Huntley; Randy Havens; Dane DiLiegro; Kai Zen; Sarah Anne; Yael Ocasio; Adelynn Spoon; Henry Heffernan; Brooklyn Skye Oliver; Scarlett Blum; Baby Dro; Emery Grilliot; Amelia Waters; Lloyd Kaufman; Seth Green; Christopher Fairbank; Rhett Miller; Natalia Safran; Murphy Weed; Michael Rooker; James Gunn; Pete Davidson; Jessica Fontaine; Karen Abercrombie; Gregg Henry; Adriana Leonard; Bonnie Discepolo; Clare Grant; Grace Gunn; Will Gunn";"Action; Science Fiction; Adventure; Comedy";"https://letterboxd.com/film/guardians-of-the-galaxy-vol-3/"
2022;"Bullet Train";3,58;"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug’s latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world’s fastest train.";"David Leitch";"Brad Pitt; Joey King; Aaron Taylor-Johnson; Brian Tyree Henry; Andrew Koji; Hiroyuki Sanada; Michael Shannon; Sandra Bullock; Bad Bunny; Logan Lerman; Zazie Beetz; Masi Oka; Karen Fukuhara; Kevin Akiyoshi Ching; Minchi Murakami; Kaori Taketani; Toshitaka Katsumi; Jim Garrity; Emelina Adams; Jenson Cheng; Nobuaki Shimamoto; Yoshi Sudarso; Johanna Watts; Ian Gabriel Martinez; Tania Verafield; Pancho Cardena; Julio Gabay; Andrea Muñoz; Nancy Daly; Arnold Chun; Naomi Matsuda; Benmio McCrea; Pasha D. Lychnikoff; Primus Johnson; Miles Marz; Michelle Lee; Parker Lin; Garland Scott; Jason Matthew Smith; Zooey Miyoshi; Kamil Aydin; David Leitch; Channing Tatum; Ryan Reynolds; RiRia; Ray Buffer; Samuel Code; Dane E. Connor; Josh Cruze; Louis Delavenne; Mike Ferguson; M.G. Gong; Rolando Gonzalez; Brandon Halvorsen; Masashi Ishizuka; Shota Kakibata; Darren Keilan; Alice Ko; Waymond Lee; Willington Liu; Ego Mikitas; Woon Young Park; Shoko Rice; Ezra Samson; Jose J. Santana; Sakura Sugihara; Charlotte Xia; Harrison Xu; Howard Young; Pablo Ramos; Kim Taratko; Marco Torres";"Comedy; Thriller; Action";"https://letterboxd.com/film/bullet-train/"
